title;Athenaeum
State Papers published under the Authority of Her Majesty's Commission. Volumes VI to XI. Two notices 1316 (January 15,1853);1
The State Policy of Modern Europe 1572 (December 12,1857);1
State Policy of the Emperor Napoleon 614 (August 3,1839);1
The State, the Poor, and the Country 2211 (March 12,1870);1
State Trials 612 (July 20,1839);1
Statement adopted by the Graduates of the Queen's University in Ireland assembled in Public Meeting in Belfast, on Wednesday, 6th December, 1865 2007 (April 14,1866);1
Statement in Answer to an Assertion made by Sir William Hamilton, Professor of Logic in the University of Edinburgh 1019 (May 8,1847);1
A Statement of Facts connected with an Anonymous Circular 1085 (August 12,1848);1
Statement of some New Principles on the Subject of Political Economy 374 (December 27,1834);1
A Statement of some of the Evils which arise to the Community from the Game Laws 1055 (January 15,1848);1
A Statement of the Case of the Deposed Rajah of Sattana 915 (May 10,1845);1
A Statement of the Consequences likely to ensue from our growing Excess of Population 168 (January 15,1831);1
A Statement of the Proceedings of the Committee appointed to promote the Establishment of Baths and Washhouses for the Labouring Classes 1311 (December 11,1852);1
Statement of the Trustees of the Dudley Observatory 1644 (April 30,1859);1
Statement relative to the British Museum 1100 (November 25,1848);1
The States and Territories of the Great West 1511 (October 11,1856);1
The States of Central America 1652 (June 25,1859);1
The States of the River Plate: their Industries and Commerce 2039 (November 24,1866);1
The States System of Europe 1382 (April 22,1854);1
The Statesman's Year-Book: a Statistical, Genealogical, and Historical Account of the States and Sovereigns of the Civilized World, for the Year 1865 1938 (December 17,1864);1
The Statesman's Year-Book for 1870 2202 (January 8,1870);1
The Statesman's Year-Book for 1871 2258 (February 4,1871);1
The Statesman's Year-Book 1902 (April 9,1864);1
The Statesman's Year-Book 2106 (March 7,1868);1
The Statesman's Year-Book 2150 (January 9,1869);1
The Statesmen of America in 1846 1005 (January 30,1847);1
Statesmen of the Reign of George III. 837 (November 11,1843);1
Statesmen of the Times of George III. Volume I 597 (April 6,1839);1
Station Life in New Zealand 2201 (January 1,1870);1
Statistical and Papers relating to India 1337 (June 11,1853);1
The Statistical Companion for 1850 1184 (July 6,1850);1
The Statistical Companion 1071 (May 6,1848);1
Statistical Notes on the Progress of Victoria 1825 (October 18,1862);1
Statistical Notices on the French Colonies. Third Part 636 (January 4,1840);1
Statistical Papers, based on the Census of England and Wales, 1851 1736 (February 2,1861);1
The Statistical Register of Victoria 1433 (April 14,1855);1
The Statistical Register of Victoria 1832 (December 6,1862);1
Statistical Report on Bambay 1405 (September 30,1854);1
A Statistical Vindication of the City of London 2058 (April 6,1867);1
Statistics and Treatment of Typhus and Typhoid Fever 1465 (November 24,1855);1
Statistics of British Commerce. Part I. 1230 (May 24,1851);1
Statistics of Coal 1098 (November 11,1848);1
Statistics of Crime in Ireland. Compiled by: Inspectors of Prisons in Ireland 916 (May 17,1845);1
Statistics of Graveyards in Scotland 1518 (November 29,1856);1
Statistics of Ireland from Thom's Irish Almanac 1058 (February 5,1848);1
Statistics of New Zealand for 1864 2074 (July 27,1867);1
Statistics of the Colonies of the British Empire 595 (March 23,1839);1
The Statue Shrine: a Greek Legend 1591 (April 24,1858);1
The Status of the Jews in England, from the time of the Normans to the reign of Her Majesty Queen Victoria 1095 (October 21,1848);1
The Status of the Jews in England 1137 (August 11,1849);1
The Statute-Book for England, Collection of Public Statutes relating to the General Law of England, 21 & 22 Vict., 1858 1. Classification of English Statutes 2 1624 (December 11,1858);1
The Statute Book of England 1587 (March 27,1858);1
The Statute Book of England 1651 (June 18,1859);1
The Statute Book of England 1690 (March 17,1860);1
Statute Book 1721 (October 20,1860);1
The Statute Law affecting Pleasure Yachts 1921 (August 20,1864);1
Staunton Grange 1884 (December 5,1863);1
Staves for the Human Ladder, Staves from Fancy's Ladder, Staves from Jacob's Ladder 1223 (April 5,1851);1
The Steady Aim 1905 (April 30,1864);1
The Stealing of the Princes Ernest and Albert of Saxony 1942 (January 14,1865);1
Steam Communication between Bombay and Suez 346 (June 14,1834);1
The Steam Engine for Practical Men 1419 (January 6,1855);1
The Steam Engine 593 (March 9,1839);1
The Steam Engine 684 (December 5,1840);1
The Steam Engine 1419 (January 6,1855);1
Steam Navigation to India. Original article pertaining to reviews in Issue 584 611 (July 13,1839);1
Steam to Australia: the Rival Routes 1171 (April 6,1850);1
Steam to Australia 1098 (November 11,1848);1
A Steam Trip to the Tropics 1921 (August 20,1864);1
A Steam Voyage to Constantinople 772 (August 13,1842);1
Steam Warfare in the Parana 1064 (March 18,1848);1
Steenstrup on the Alternation of Generations 976 (July 11,1846);1
Steepleton 1009 (February 27,1847);1
Steffens's Adventures on the Road to Paris 1085 (August 12,1848);1
Stella, and other Poems 2114 (May 2,1868);1
Stella Maris, and other Poems 1676 (December 10,1859);1
Stella 941 (November 8,1845);1
Stella 1910 (June 4,1864);1
Stenelaus and Amylda 1581 (February 13,1858);1
Steno-Phonography 1296 (August 28,1852);1
Stenography 1306 (November 6,1852);1
The Step-Mother 963 (April 11,1846);1
The Step-Sisters 1757 (June 29,1861);1
The Step-Son 1421 (January 20,1855);1
Stephen Dugard 658 (June 6,1840);1
Stephen Scudamore the Younger 2253 (December 31,1870);1
Stephen Stephens 2068 (June 15,1867);1
The Stepmother 1697 (May 5,1860);1
A Stepping-Stone from the Beginning of Latin Grammar to Caesar 1708 (July 21,1860);1
The Stepping-Stone to Natural History 1526 (January 24,1857);1
Steps in the Dark 1886 (December 19,1863);1
"The Steps of Creation; or, the Revealed Genetic Theory illustrated by Geology and Astronomy 1956 (April 22,1865)";1
Steps on the Mountains 1587 (March 27,1858);1
The Stereoscope 1527 (January 31,1857);1
Stern Necessity 2216 (April 16,1870);1
Steven Lawrence, Yeoman 2112 (April 18,1868);1
Steyne's Grief 1701 (June 2,1860);1
Stilicho 1671 (November 5,1859);1
Still Waters 1535 (March 28,1857);1
Stimulants and Narcotics 1924 (September 10,1864);1
Stirring Times under Canvas 1829 (November 15,1862);1
The St.Lawrence and the Sanquenay, and other Poems 1589 (April 10,1858);1
Stocqueler's Familiar History of British India 1663 (September 10,1859);1
The Stoics, Epicureans and Sceptics 2222 (May 28,1870);1
The Stokesley Secret 1775 (November 2,1861);1
The Stolen Cherries 2149 (January 2,1869);1
The Stolen Child 284 (April 6,1833);1
Stolen Waters 2302 (December 9,1871);1
The Stomach and its Difficulties 1274 (March 27,1852);1
The Stomach Medically and Morally Considered 1878 (October 24,1863);1
Stone Edge 2116 (May 16,1868);1
Stone Monuments, Tumuli, and Ornaments of Remote Ages 2235 (August 27,1870);1
Stone Talk, Etc 1952 (March 25,1865);1
Stonebeach 2178 (July 24,1869);1
Stonehenge 771 (August 6,1842);1
Stones of the Temple 2299 (November 18,1871);1
Stones of the Valley 1556 (August 22,1857);1
Stones of Various Colours 1318 (January 29,1853);1
The Stones of Venice. Volume I. 1221 (March 22,1851);1
The Stones of Venice. Volume the Second. -- The Sea Stories 1343 (July 23,1853);1
The Stones of Venice. Volume the Third 1356 (October 22,1853);1
Stonewall Jackson, late General of the Confederate States Army 1873 (September 19,1863);1
Stonewall Jackson 2031 (September 29,1866);1
Stonyhurst College: its Past and Present 2278 (June 24,1871);1
Stop Thief! 1207 (December 14,1850);1
A Storehouse of Stories 2227 (July 2,1870);1
A Storehouse of Stories 2304 (December 23,1871);1
"Storia d'Italia; continuata da quella del Guicciardini, sino al 1789. Two notices 303 (August 17,1833)";1
Stories. Fourth Series. Annina, Etc 1794 (March 15,1862);1
Stories about Birds 1623 (December 4,1858);1
Stories about St. Paul 1945 (February 4,1865);1
Stories About 2263 (March 11,1871);1
Stories and Sketches relating to Yorkshire 2099 (January 18,1868);1
Stories for Children 1165 (February 23,1850);1
"Stories for Darlings; by the Sun 2288 (September 2,1871)";1
Stories from English History 605 (June 1,1839);1
Stories from French History: a Book for Children 2095 (December 21,1867);1
Stories from the Italian Poets: with Lives of the Writers. Two notices 951 (January 17,1846);1
Stories from the Olden Time, from De Joinville and Froissart 2250 (December 10,1870);1
Stories from the Shores of the Rhine 1832 (December 6,1862);1
"Stories from Waverley; from the Original of Sir Walter Scott 2227 (July 2,1870)";1
"Stories in Verse; by Leigh Hunt 1437 (May 12,1855)";1
Stories of an Archaeologist and his Friends 1514 (November 1,1856);1
Stories of an Old Maid related to her Nephews and Nieces 1500 (July 26,1856);1
Stories of English and Foreign Life 1325 (March 19,1853);1
Stories of French School Life 2302 (December 9,1871);1
Stories of Inventors and Discoveries 1675 (December 3,1859);1
The Stories of Old England 2144 (November 28,1868);1
Stories of Old 1833 (December 13,1862);1
Stories of School Life 2141 (November 7,1868);1
Stories of Scotland and its Adjacent Islands 1270 (February 28,1852);1
Stories of the Animal World 703 (April 17,1841);1
Stories of the Apostles 1937 (December 10,1864);1
Stories of the Gorilla Country 2099 (January 18,1868);1
Stories of the Patriarchs 1921 (August 20,1864);1
Stories of the Primitive and Early Church 942 (November 15,1845);1
Stories of the Study 319 (December 7,1833);1
Stories of the Wars, 1574 - 1658 1942 (January 14,1865);1
Stories of Torres Vedras 604 (May 25,1839);1
Stories Without a Name 1288 (July 3,1852);1
The Storm, a Tale: and other Poems 708 (May 22,1841);1
The Storm: and other Poems 822 (July 29,1843);1
A Stormy Life 2096 (December 28,1867);1
Story about a Christmas in the Seventeenth Century 956 (February 21,1846);1
A Story about Riflemen and Rifles 1701 (June 2,1860);1
The Story of a Bee and Her Friends 1878 (October 24,1863);1
The Story of a Blind Inventor 2121 (June 20,1868);1
The Story of a Boulder 1608 (August 21,1858);1
The Story of a Diamond 2098 (January 11,1868);1
The Story of A Family 1221 (March 22,1851);1
Story of a Feather 2043 (December 22,1866);1
The Story of a Fly: a Narrative 1647 (May 21,1859);1
The Story of a Honeymoon 2202 (January 8,1870);1
The Story of a Life, and other Works, chiefly Poetical 2008 (April 21,1866);1
The Story of a Lost Life 1701 (June 2,1860);1
"The Story of a Moss Rose; or, Ruth and the Orphan Family 2289 (September 9,1871)";1
The Story of a Round Loaf 2124 (July 11,1868);1
The Story of a Sister. Volume I. Second edition 2029 (September 15,1866);1
The Story of a Stolen Heir 1579 (January 30,1858);1
The Story of a Trooper 2159 (March 13,1869);1
The Story of Alec Drummond of the 17th Lancers 2150 (January 9,1869);1
The Story of an Honest Woman 2006 (April 7,1866);1
"The Story of an Orange Lodge: a Chronicle of Dublin; by Brother Wagtail 1965 (June 24,1865)";1
The Story of Burnt Njal 1748 (April 27,1861);1
The Story of Captain Cook's Three Voyages round the World 2267 (April 8,1871);1
A Story of Carn Brea, Essays and Poems 1854 (May 9,1863);1
The Story of Cawnpore 1650 (June 11,1859);1
The Story of Corfe Castle 1342 (July 16,1853);1
The Story of Don Quixote and his Squire, Sancho Panza 2251 (December 17,1870);1
"A Story of Doom; and other Poems 2069 (June 22,1867)";1
The Story of Elizabeth 1852 (April 25,1863);1
The Story of Hermione 2134 (September 19,1868);1
The Story of Italy 1663 (September 10,1859);1
The Story of Kennett 2011 (May 12,1866);1
The Story of Kennett 2040 (December 1,1866);1
The Story of King Arthur, and his Knights of the Round Table 1783 (December 28,1861);1
The Story of Lilly Dawson 1011 (March 13,1847);1
The Story of Little Henry and his Bearer Boosy 2038 (November 17,1866);1
The Story of Lord Bacon's Life 1799 (April 19,1862);1
The Story of Louise de la Valliere 2107 (March 14,1868);1
The Story of Madge and the Fairy Content 2267 (April 8,1871);1
The Story of Mairwarra 2158 (March 6,1869);1
The Story of Mdlle. D'Estanville 2197 (December 4,1869);1
The Story of Mont Blanc 1345 (August 6,1853);1
The Story of my Childhood 2116 (May 16,1868);1
The Story of my Love 2187 (September 25,1869);1
The Story of My Mission in South-Eastern Africa 1736 (February 2,1861);1
The Story of my Mission in South-Eastern Africa 1760 (July 20,1861);1
The Story of my Wardship 1516 (November 15,1856);1
The Story of Nell Gwyn 1279 (May 1,1852);1
The Story of Nelly Dillon 2041 (December 8,1866);1
The Story of New Zealand 1716 (September 15,1860);1
The Story of Olger Danske 2149 (January 2,1869);1
The Story of Papa's Wise Dogs 2095 (December 21,1867);1
The Story of Pauline 2208 (February 19,1870);1
The Story of Queen Guinevere and Sir Lancelot of the Lake, after the German of Wilhelm Hertz, with other Poems 1966 (July 1,1865);1
The Story of Queen Isabel, and other Verses 1848 (March 28,1863);1
The Story of Reynard the Fox 1537 (April 11,1857);1
The Story of Rushen Castle and Rushen Abbey, in the Isle of Man 1558 (September 5,1857);1
The Story of Savonarola and of his Times. Volume I 1712 (August 18,1860);1
The Story of Savonarola and of his Times. Volume II 1764 (August 17,1861);1
The Story of the American War, 1861 - 65 2029 (September 15,1866);1
The Story of the Battle of Waterloo 1034 (August 21,1847);1
The Story of the Captives 2101 (February 1,1868);1
The Story of the Diamond Necklace 2057 (March 30,1867);1
The Story of the Gospels in a Single Narrative, combined from the Four Evangelists 2202 (January 8,1870);1
The Story of the Great March 1979 (September 30,1865);1
The Story of the Guns 1892 (January 30,1864);1
The Story of the Irish before the Conquest 2109 (March 28,1868);1
The Story of the Legion of Honour 1436 (May 5,1855);1
The Story of the Patriarchs 1690 (March 17,1860);1
Story of the Peasant-Boy Philosopher 1415 (December 9,1854);1
The Story of the Telegraph in India 2017 (June 23,1866);1
The Story of the Universities' Mission to Central Africa 2043 (December 22,1866);1
The Story of Toby 988 (October 3,1846);1
A Story of Two Cousins 2144 (November 28,1868);1
The Story of Two Lives 2216 (April 16,1870);1
"The Story without an End; translated from the German 321 (December 21,1833)";1
Stow's Survey of London 793 (January 7,1843);1
Stradling Correspondence. A series of Letters written in the Reign of Queen Elizabeth 684 (December 5,1840);1
The Stradometrical Survey of London 1241 (August 9,1851);1
Strafford 825 (August 19,1843);1
"Straight Forward, and Patience Hart; or, the Dissembler 1690 (March 17,1860)";1
The Strains on Structures of Ironwork 1758 (July 6,1861);1
The Strange Adventures of Captain Dangerous 1852 (April 25,1863);1
The Strange and Wonderful History of Mother Shipton 2217 (April 23,1870);1
A Strange Family 2224 (June 11,1870);1
Strange Stories of the Animal World 1988 (December 2,1865);1
A Strange Story 1790 (February 15,1862);1
Strange Surprising Adventures of the Venerable Gooroo Simple 1725 (November 17,1860);1
Strange Things among Us 1860 (June 20,1863);1
Strange Work 2146 (December 12,1868);1
The Stranger in India 818 (July 1,1843);1
The Stranger in London 1245 (September 6,1851);1
The Stranger of Seriphos: a Dramatic Poem 2204 (January 22,1870);1
The Stranger's Guide to the Invalides 1877 (October 17,1863);1
Stratagems 1145 (October 6,1849);1
The Stratford Shakspere. Volume V and VI 1399 (August 19,1854);1
The Stratford Shakspere 1383 (April 29,1854);1
Strathcairn 1915 (July 9,1864);1
