short_title;title;review_reference
MORAL TALES;MORAL TALES: CONSISTING OF THE RECONCILIATION, A SKETCH OF THE BELVOIR FAMILY, A FAIRY TALE IN THE MODERN STILE. CLEMENTIA AND MALITIA, A FAIRY TALE IN THE ANCIENT STILE. CHARLES AND MARIA, A NOVEL, FOUNDED ON FACT. THE BEST HEART IN THE WORLD, A NOVEL, THE OFFSPRING OF FANCY. BY JOSEPH MOSER, ESQ. AUTHOR OF THE TURKISH TALES, AND HERMIT OF CAUCASUS, &C. &C. IN TWO VOLUMES.;"CR n.s. 23: 115 (May 1798); MR n.s. 25: 346-7 (Mar 1798); AF II: 2984."
EDMUND OF THE FOREST;EDMUND OF THE FOREST. AN HISTORICAL NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF CICELY, OR THE ROSE OF RABY.;"CR n.s. 21: 354-5 (Nov 1797); AF II: 3018."
THE GIRL OF THE MOUNTAINS;THE GIRL OF THE MOUNTAINS. A NOVEL, IN FOUR VOLUMES, BY MRS. PARSONS, AUTHOR OF WOMEN AS THEY ARE, &C.;
AN OLD FRIEND WITH A NEW FACE;AN OLD FRIEND WITH A NEW FACE. A NOVEL. IN THREE VOLUMES. BY MRS. PARSONS.;BC 11: 562 (May 1798).
THE IRISH HEIRESS;THE IRISH HEIRESS, A NOVEL, IN THREE VOLUMES.;"CR n.s. 25: 119 (Jan 1799); AF II: 3254."
THE SHROVE-TIDE CHILD;"THE SHROVE-TIDE CHILD; OR, THE SON OF A MONK. A NOVEL. TRANSLATED FROM THE FRENCH. IN TWO VOLUMES.";CR n.s. 22: 478 (Apr 1798).
EDWARD BARNARD;"EDWARD BARNARD; OR, MERIT EXALTED; CONTAINING THE HISTORY OF THE EDGERTON FAMILY. BY M. S. PILKINGTON.";"GM 68: 879 (Oct 1798); AF II: 3344."
WALSH COLVILLE;WALSH COLVILLE: OR, A YOUNG MAN'S FIRST ENTRANCE INTO LIFE. A NOVEL.;"CR n.s. 21: 474-5 (Dec 1797); AF II: 4367."
FAMILY SECRETS;FAMILY SECRETS, LITERARY AND DOMESTIC. BY MR. PRATT. IN FIVE VOLUMES.;"CR n.s. 20: 398-401 (Aug 1797); MR n.s. 23: 56--60 (May 1797); AF II: 3569."
THE HISTORY OF SIR GEORGE WARRINGTON;"THE HISTORY OF SIR GEORGE WARRINGTON; OR THE POLITICAL QUIXOTE. BY THE AUTHOR OF THE FEMALE QUIXOTE. IN THREE I· VOLUMES.";"CR n.s. 23: 112-14 (May 1798 ); AF II: 3640."
THE ITALIAN;THE ITALIAN, OR THE CONFESSIONAL OF THE BLACK PENITENTS. A ROMANCE. BY ANN RADCLIFFE, AUTHOR OF THE MYSTERIES OF UDOLPHO, &C. &C. IN THREE VOLUMES.;"CRn.s. 23: 166-9 (June 1798); MR n.s. 22: 282-4 (Mar 1797);AFII: 3672."
WALSINGHAM;"WALSINGHAM; OR, THE PUPIL OF NATURE. A DOMESTIC STORY. BY MARY ROBINSON, AUTHOR OF ANGELINA-HUBERT DE SEVRACTHE WIDOW-VANCENZA, &C. &C. &C. IN FOUR VOLUMES.";"CRn.s. 22: 553-8 (App [Apr/May 1798]); MRn.s. 26: 441-4 (Aug 1798);AF II: 3841."
THE COUNT DE SANTERRE;THE COUNT DE SANTERRE: A ROMANCE. BY A LADY. IN TWO VOLUMES.;"CR n.s. 21: 354 (Nov 1797); MR n.s. 24: 199-202 (Oct 1797); AF II: 4002."
THE ENGLISH NUN;THE ENGLISH NUN. A NOVEL.;BC 11: 316 (Mar 1798).
THE COUSINS OF SCHIRAS;THE COUSINS OF SCHIRAS. IN TWO VOLUMES. TRANSLATED FROM THE FRENCH BY JOHN BRERETON BIRCH, ESQ.;"CR n.s. 20: 469-70 (Aug 1797); AF II: 351."
INTERESTING TALES;INTERESTING TALES. SELECTED AND TRANSLATED FROM THE GERMAN.;"CR n.s. 23: 115 (May 1798); AF II: 4084."
*MIRANDA;*MIRANDA: A NOVEL, IN A SERIES OF LETTERS. BY JOHN STYLES, WRITTEN IN HIS FIFTEENTH YEAR.;"CR n.s. 20: 118 (May 1797); AF II: 4291."
PROBABLE INCIDENTS;PROBABLE INCIDENTS: OR, SCENES IN LIFE, A NOVEL, BY HENRY SUMMERSETT. IN TWO VOLUMES.;"CR n.s. 22: 357-8 (Mar 1798); AF II: 4300."
CINTHELIA;"CINTHELIA; OR, A WOMAN OF TEN THOUSAND. IN FOUR VOLUMES. BY GEORGE WALKER, AUTHOR OF THEODORE CYPHON, &C.&C.";"CR n.s. 23: 352-3 (July 1798); MRn.s. 26: 106-7 (May 1798);AF II: 4660."
*AN OLIO OF GOOD BREEDING;*AN OLIO OF GOOD BREEDING: WITH SKETCHES ILLUSTRATIVE OF THE MODERN GRACES: BY G. M. WOODWARD.;
THE ANIMATED SKELETON;THE ANIMATED SKELETON. IN TWO VOLUMES.;
CAROLINE;CAROLINE. IN THREE VOLUMES. BY A LADY.;"CR n.s. 22: 478 (Apr 1798); MR n.s. 27: 453 (Dec 1798); AF II: 609."
GERALDINA;GERALDINA, A NOVEL, FOUNDED ON A RECENT EVENT. IN TWO VOLUMES.;"CR n.s. 23: 234 (June 1798); MR n.s. 26: 457-8 (Aug 1798); AF II: 1597."
GODFREY DE HASTINGS;GODFREY DE HASTINGS. A ROMANCE. IN THREE VOLUMES.;734 1798 CR n.s. 28: 235 (Feb 1800).
GOMEZ AND ELEONORA;GOMEZ AND ELEONORA: TRANSLATED FROM A SPANISH MANUSCRIPT.;"CR n.s. 25: 358 (Mar 1799); AF II: 1667."
HE WOULD BE A PEER;HE WOULD BE A PEER. AN ENGLISH STORY. IN TWO VOLUMES.;CR n.s. 24: 237 (Oct 1798).
HENRY DE BEAUVAIS;HENRY DE BEAUVAIS. A NOVEL. IN TWO VOLUMES.;CR n.s. 25: 118-19 (Jan 1799).
HENRY WILLOUGHBY;HENRY WILLOUGHBY. A NOVEL. IN TWO VOLUMES.;"CRn.s. 23: 472 (Aug 1798); MRn.s. 27: 233 (Oct 1798);AFII: 1903."
HUMAN VICISSITUDES;"HUMAN VICISSITUDES; OR, TRAVELS INTO UNEXPLORED REGIONS. IN TWO VOLUMES.";MR n.s. 29: 90 (May 1799).
THE INVASION;"THE INVASION; OR, WHAT MIGHT HAVE BEEN. A NOVEL. IN TWO VOLUMES.";"CR n.s. 25: 358 (Mar 1799); AF II: 2201."
THE LIBERTINES;THE LIBERTINES: A NOVEL. IN TWO VOLUMES.;"CR n.s. 25: 472 (Apr 1799); MRn.s. 29: 91 (May 1799); AF II: 2560."
MORAL AMUSEMENTS;"MORAL AMUSEMENTS; OR, A SELECTION OF TALES, HISTORIES, AND INTERESTING ANECDOTES; INTENDED TO AMUSE AND INSTRUCT YOUNG MINDS.";"CRn.s. 25: 351 (Mar 1799); MRn.s. 27: 330 (Nov 1798);AF11: 2942."
[MORT CASTLE] DEDICATED BY PERMISSION TO HER ROYAL 738 1798 HIGHNESS THE DUCHESS OF YORK;[MORT CASTLE] DEDICATED BY PERMISSION TO HER ROYAL 738 1798 HIGHNESS THE DUCHESS OF YORK, MORT CASTLE. A GOTHIC STORY.;
THE SORROWS OF MATILDA;THE SORROWS OF MATILDA, A NOVEL IN TWO VOLUMES: THE JUVENILE ATTEMPT OF A YOUNG LADY.;"CR n.s. 25: 118 (Jan 1799); AF II: 4187."
A WELSH STORY;A WELSH STORY. IN THREE VOLUMES.;
THE ROCK;"THE ROCK; OR, ALFRED AND ANNA. A SCOTTISH TALE, IN TWO VOLUMES. BY A YOUNG LADY, HER FIRST LITERARY ATTEMPT.";"CR n.s. 23: 114 (May 1798); AF II: 223."
SADASKI;"SADASKI; OR, THE WANDERING PENITENT. BY THOMAS BELLAMY. AUTHOR OF MISCELLANIES IN PROSE AND VERSE, &C. &C. &C. IN TWO VOLUMES.";"CR n.s. 24: 114-15 (Sept 1798); MR n.s. 26: 459 (Aug 1798); AF II: 275."
THE CASTLE OF BEESTON;THE CASTLE OF BEESTON, OR, RANDOLPH, EARL OF CHESTER. AN HISTORICAL ROMANCE.;"MR n.s. 29: 90 (May 1799); AF II: 494."
ARTHUR FITZ-ALBINI;ARTHUR FITZ-ALBINI, A NOVEL. IN TWO VOLUMES.;"CR n.s. 26: 355-7 (July 1799); MR n.s. 27: 318-21 (Nov 1798);AF II: 517."
THE LEGACY;THE LEGACY. A NOVEL. IN TWO VOLUMES.;"CR n.s. 28: 236 (Feb 1800); AF II: 629."
PHEDORA;"PHEDORA; OR, THE FOREST OF MINSK!. A NOVEL. IN FOUR VOLUMES. BY MARY CHARLTON.";
IANTHE;IANTHE, OR THE FLOWER OF CAERNARVON, A NOVEL, IN TWO VOLUMES. DEDICATED, BY PERMISSION, TO HIS ROYAL HIGHNESS THE PRINCE OF WALES. BY EMILY CLARK, GRAND-DAUGHTER OF THE LATE COLONEL FREDERIC, SON OF THEODORE, KING OF CORSICA.;"CR n.s. 24: 237 (Oct 1798); MR n.s. 26: 458-9 (Aug 1798); AF II: 711."
CONFESSIONS OF A BEAUTY;CONFESSIONS OF A BEAUTY. IN TWO VOLUMES. FROM THE FRENCH.;"CRn.s. 25: 358 (1799);AF II: 831."
THEOPHA;"THEOPHA; OR, MEMOIRS OF A GREEK SLAVE; AS RELATED BY HER LOVER, ENVOY FROM THE COURT OF FRANCE TO THE SUBLIME PORTE.";"NLR l (Apr 1799): 408; AF II: 4407."
THE STRANGER;"THE STRANGER; OR, LLEWELLYN FAMILY. A CAMBRIAN TALE. IN TWO VOLUMES.";CR n.s. 27: 474 (Dec 1799).
JAQUELINA OF HAINAULT;"JAQUELINA OF HAINAULT: AN HISTORICAL NOVEL, IN THREE VOLUMES, BY THE AUTHOR OF ""THE DUKE OF CLARENCE.""";"CRn.s. 26: 116-17 (May 1799);AFII: 1490."
ELLINOR;"ELLINOR; OR, THE WORLD AS IT IS. A NOVEL. IN FOUR VOLUMES. BY MARY ANN HANWAY.";"CR n.s. 23: 114 (May 1798); MR n.s. 26: 221 (Jun 1798); AF II: 1802."
THE SECLUDED MAN;"THE SECLUDED MAN; OR, THE HISTORY OF MR. OLIVER. IN TWO VOLUMES. BY THE REV. MR. HOLDER, (CANTILENA CAPTIVITATIS.).";CR n.s. 25: 473 (Apr 1799).
CALAF;CALAF: A PERSIAN TALE. IN TWO VOLUMES.;"CR n.s. 25: 118 (Jan 1799); MR n.s. 27: 453-4 (Dec 1798); AF II: 2029."
ELLA;"ELLA; OR, HE'S ALWAYS IN THE WAY. IN TWO VOLUMES. BY MARIA HUNTER, AUTHORESS OF FITZROY.";CR n.s. 24: 470 (Dec 1798}.
THE CASTLE ON THE ROCK;THE CASTLE ON THE ROCK: OR, MEMOIRS OF THE ELDERLAND FAMILY. BY THE AUTHOR OF DERWENT PRIORY.;"MR n.s. 25: 453 (Apr 1798); AF II: 2367."
DERWENT PRIORY;"DERWENT PRIORY; OR, MEMOIRS OF AN ORPHAN. IN A SERIES OF LETTERS. FIRST PUBLISHED PERIODICALLY; NOW REPUBLISHED, WITH ADDITIONS. BY THE AUTHOR OF ""THE CASTLE ON THE ROCK."" IN TWO VOLUMES.";"MR n.s. 26: 457 (Aug 1798); AF II: 2368."
WALDORF;"WALDORF; OR, THE DANGERS OF PHILOSOPHY. A PHILOSOPHICAL TALE. BY SOPHIA KING, AUTHOR OF ""THE TRIFLES FROM HELICON.""";"CR n.s. 24: 112-14 (Sept 1798); MR n.s. 26: 221-2 (June 1798); AF II: 2406."
*THE HISTORY OF MY FATHER;*THE HISTORY OF MY FATHER: OR HOW IT HAPPENED THAT I WAS BORN. A ROMANCE. IN 12 CHAPTERS.TRANSLATED FROM THE GERMAN OF KOTZEBUE.;"CR n.s. 23: 233-4 (June 1798); MR n.s. 30: 94 (Sept 1799); AF II: 2434."
ILDEGERTE;ILDEGERTE, QUEEN OF NORWAY. IN TWO VOLUMES. FROM THE GERMAN OF AUGUSTUS VON KOTZEBUE. BY BENJAMIN THOMPSON, JUN. TRANSLATOR OF THE STRANGER, AS PERFORMED AT THE THEATRE ROYAL, DRURY-LANE.;"CR n.s. 26: 477 (Dec 1799); MR n.s. 29: 334 (July 1799); AF II: 4430. , BL 1206.e 10, 11; EM 2380: l; ESTC tl35696 (BIO; NA CLU-S/C, MiU, MnU &c.)."
SAINT JULIEN;"SAINT JULIEN; OR, MEMOIRS OF A FATHER. BY AUGUSTUS LA FONTAINE. TRANSLATED FROM THE GERMAN.";"CR n.s. 26: 236 (June 1799); AF II: 2443."
A TALE OF ROSAMUND GRAY AND OLD BLIND MARGARET;A TALE OF ROSAMUND GRAY AND OLD BLIND MARGARET. BY CHARLES LAMB.;"CR n.s. 25: 472-3 (Apr 1799); MRn.s. 32: 447 (Aug 1800); AF II: 2450."
THE TOWER;"THE TOWER; OR THE ROMANCE OF RUTHYNE. IN THREE VOLUMES. BY THE AUTHORESS OF MANFREDI.";
VERONICA;"VERONICA; OR, THE MYSTERIOUS STRANGER. A NOVEL. IN TWO VOLUMES. BY LISTER.";NLR 1: 405 (Apr 1799).
EDMUND OLIVER;EDMUND OLIVER. BY CHARLES LLOYD. IN TWO VOLUMES.;"CR n.s. 23: 302-306 (July 1798); AF II: 2579."
THE CASTLE OF SAINT DONATS;"THE CASTLE OF SAINT DONATS; OR, THE HISTORY OF JACK SMITH. IN THREE VOLUMES.";"CR n.s. 26: 357 (July 1799); MR n.s. 29: 89-90 (May 1799); AF II: 2621. ."
DUSSELDORF;"DUSSELDORF; OR, THE FRATRICIDE. A ROMANCE. IN THREE VOLUMES. BY ANNA MARIA MACKENZIE.";"CR n.s. 24: 236 (Oct 1798); AF II: 2656."
DELORAINE;DELORAINE. A DOMESTIC TALE. IN TWO VOLUMES.;CR n.s. 24: 356 (Nov 1798).
MELBOURNE;MELBOURNE. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF DELO RAINE.;"CR n.s. 27: 115 (Sept 1799); AF II: 2725."
THE SICILIAN;THE SICILIAN. A NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF THE MYSTERIOUS WIFE.;"CR n.s. 25: 234 (Feb 1799); AF II: 2811."
THE LIFE AND OPINIONS OF SEBALDUS NOTHANKER;THE LIFE AND OPINIONS OF SEBALDUS NOTHANKER. TRANSLATED FROM THE GERMAN OF FRIEDRICH NICOLAI, BY THOMAS DUTTON, A.M.;"CR n.s. 19: 479-80 (Apr 1797); MR n.s. 22: 248-53 (Mar 1797) [vol. l], MR n.s. 26: 583-6 (App [ Aug/Sept 1798]) [ vols. 2 & 3]; AF II: 1191."
LLEWELLIN;LLEWELLIN: A TALE. IN THREE VOLUMES. HUMBLY DEDICATED IN POETICAL ADDRESS TO HER ROYAL HIGHNESS THE PRINCESS CHARLOTTE AUGUSTA OF WALES.;NLR 1: 507 (May 1799).
ANECDOTES OF TWO WELL-KNOWN FAMILIES;"ANECDOTES OF TWO WELL-KNOWN FAMILIES. WRITTEN BY A DESCENDANT; AND DEDICATED TO THE FIRST FEMALE PEN IN ENGLAND. PREPARED FOR THE PRESS BY MRS. PARSONS, AUTHOR OF ""AN OLD FRIEND WITH A NEW FACE,,, &C. &C. IN THREE VOLUMES.";"CR n.s. 23: 353 (July 1798); MR n.s. 27: 332-3 (Nov 1798); AF II: 3230."
MORE GHOSTS! IN THREE VOLUMES;MORE GHOSTS! IN THREE VOLUMES. BY THE WIFE OF AN OFFICER, AUTHOR OF THE IRISH HEIRESS.;"CR n.s. 24: 236 (Oct 1798); AF II: 3256."
HEA YEN'S BEST GIFT;HEA YEN'S BEST GIFT. A NOVEL. IN FOUR VOLUMES. BY MRS. LUCIUS PHILLIPS, A NEAR RELATION TO MAJOR GENERAL PHILLIPS.;"CR n.s. 24: 114 (Sept 1798); AF II: 3328."
THE SUBTERRANEAN CAVERN;"THE SUBTERRANEAN CAVERN; OR, MEMOIRS OF ANTOINETTE DE MONTFLORANCE. IN FOUR VOLUMES. BY THE AUTHOR OF DELIA AND ROSINA.";CR n.s. 27: 474 (Dec 1799).
TALES OF THE COTTAGE;"TALES OF THE COTTAGE; OR STORIES, MORAL AND AMUSING FOR YOU G PERSO S. WRITTEN ON THE PLAN OF THAT CELEBRATED WORK, LES VEILLEES DU CHATEAU, BY MADAME LA COMPTESSE DE GE LIS.";"MR n.s. 27: 330 ( ov 1798); AF II: 3354."
TALES OF THE HERMITAGE;TALES OF THE HERMITAGE: WRITTEN FOR THE INSTRUCTION AND AMUSEMENT OF THE RISING GENERATION.;"CR n.s. 25: 110 (Jan 1799); MR n.s. 27: 466-7 (Dec 1798); AF II: 3355."
THE RECTOR'S SON;THE RECTOR'S SON, IN THREE VOLUMES, BY ANNE PLUMPTRE, AUTHOR OF ANTOINETTE.;"CR n.s. 23: 114 (May 1798); MRn.s. 26: 107-8 (May 1798); AFII: 3418."
OCTAVIA;OCTAVIA. BY ANNA MARIA PORTER. IN THREE VOLUMES;"CR n.s. 24: 471-2 (Dec 1798); MR n.s. 28: 346 (Mar 1799); AF II: 3537."
CLERMONT;CLERMONT. A TALE. IN FOUR VOLUMES. BY REGINA MARIA ROCHE, AUTHOR OF THE CHILDREN OF THE ABBEY, &C. &C.;CR n.s. 24: 356 (Nov 1798).
THE NEW MONK;THE NEW MONK, A ROMANCE, IN THREE VOLUMES. BY R. S. ESQ.;"CR n.s. 24: 356-7 (Nov 1798); AF II: 3049."
LINDOR;"LINDOR; OR, EARLY ENGAGEMENTS. A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF THE ENGLISH NUN, AND COUNT DE SANTERRE.";"CR n.s. 26: 477 (Aug 1797); AF II: 4004."
STATIRA;STATIRA: OR, THE MOTHER. A NOVEL. BY THE AUTHOR OF INTERESTING TALES.;"CR n.s. 25: 473 (Apr 1799); MRn.s. 27: 233 (Oct 1798); AF II: 4086."
EDGAR;"EDGAR; OR, THE PHANTOM OF THE CASTLE. A NOVEL. IN TWO VOLUMES. BY R. SICKLEMORE.";"CRn.s. 23: 473 (Aug 1798); AF II: 4093."
THE ORPHAN OF THE RHINE;THE ORPHAN OF THE RHINE. A ROMANCE, IN FOUR VOLUMES. BY MRS. SLEATH.;CR n.s. 27: 356 (Nov 1799).
THE YOUNG PHILOSOPHER;THE YOUNG PHILOSOPHER: A NOVEL. IN FOUR VOLUMES. BY CHARLOTTE SMITH.;"CR n.s. 24: 77-84 (Sept 1798); MR n.s. 28: 34fr-7 (Mar 1799); AF II: 4149."
THE MOUNTAIN COTTAGER;"THE MOUNTAIN COTTAGER; OR, WONDER UPON WONDER. A TALE. FROM THE GERMAN OF C. H. SPIESS.";"AR 28: 518 (Nov 1798); AF II: 4218."
ABERFORD;"ABERFORD, A NOVEL; OR WHAT YOU WILL. BY HENRY SUMMERSETT.";
GEORGE BARNWELL;"GEORGE BARNWELL. A NOVEL. IN THREE VOLUMES. BY T. S. SURR, AUTHOR OF CONSEQUENCES, A NOVEL; AND CHRIST'S HOSPITAL, A POEM.";"CR n.s. 24: 472 (Dec 1798); AF II: 4307."
ROSALIND DE TRACEY;ROSALIND DE TRACEY. A NOVEL, IN THREE VOLUMES. BY ELIZABETH SOPHIA TOMLINS, AUTHOR OF THE VICTIM OF FANCY, &C. &C.;"CR n.s. 25: 118 (Jan 1799); MR n.s. 27: 331-2 (Nov 1798); AF II: 4493."
THE ROMAN NIGHTS;"THE ROMAN NIGHTS; OR, DIALOGUES AT THE TOMBS OF THE SCIPIOS. TRANSLATED FROM THE ITALIAN OF COUNT VERRI.";CR n.s. 26: 236-7 (June 1799).
THE STEP-MOTHER;THE STEP-MOTHER: A DOMESTIC TALE, FROM REAL LIFE. BY A LADY. IN TWO VOLUMES.;"CR n.s. 24: 237 (Oct 1798); MRn.s. 26: 459 (Aug 1798); AF II: 4732."
POSTHUMOUS WORKS OF THE AUTHOR OF A VINDICATION OF THE RIGHTS OF WOMAN;POSTHUMOUS WORKS OF THE AUTHOR OF A VINDICATION OF THE RIGHTS OF WOMAN. IN FOUR VOLUMES. THE WRONGS OF WOMAN. [vols. I, II].;"CRn.s. 22: 414-19 (Apr 1798); MR n.s. 27: 325-7 (Nov 1798); AF II: 4919."
ROSE-MOUNT CASTLE;"ROSE-MOUNT CASTLE; OR> FALSE REPORT. A NOVEL. IN THREE VOLUMES. BY M. J. YOUNG.";CR n.s. 24: 470 (Dec 1798).
*ADVENTURES OF THE PYRENEAN HERMITS;*ADVENTURES OF THE PYRENEAN HERMITS. TRANSLATED FROM THE SPANISH.;"CR n.s. 33: 113 (Sept 1801); AF II: 35."
AUGUSTA;"AUGUSTA; A NOVEL, IN THREE VOLUMES, FROM THE FRENCH, BY A LADY.";"CR n.s. 29: 472 (Aug 1800); AF II: 171."
THE BUDGET;THE BUDGET, OR MORAL AND ENTERTAINING FRAGMENTS. REPRESENTING THE PUNISHMENT OF VICE, AND THE REW ARD OF VIRTUE.;"MM 9: 89 (Feb 1800); AF II: 525."
EASTERN ANECDOTES OF EXEMPLARY CHARACTERS;"EASTERN ANECDOTES OF EXEMPLARY CHARACTERS; WITH SKETCHES OF THE CHINESE HISTORY. IN ONE VOLUME. INSCRIBED TO HER ROYAL HIGHNESS THE DUCHESS OF YORK. DESIGNED FOR YOUTH.";"BC 14: 564 (Nov 1799); AF II: 1202."
THE ENCHANTED MIRROR;THE ENCHANTED MIRROR, A MOORISH ROMANCE.;NLR 1: 616 (June 1799).
FALSE FRIENDSHIP;"FALSE FRIENDSHIP; OR, NATURE IN MASQUERADE. A NOVEL. FOUNDED IN TRUTH. CONSISTING OF LETTERS WHICH HAVE ACTUALLY PASSED BETWEEN PERSONS IN FASHIONABLE LIFE, UPON THE MOST AFFECTING SUBJECTS. IN TWO VOLUMES.";
FILIAL INDISCRETIONS;"FILIAL INDISCRETIONS; OR, THE FEMALE CHEVALIER. IN THREE VOLUMES.";"MR n.s. 33: 207-8 (Oct 1800); AF II: 1440."
HAMLAIN;"HAMLAIN; OR, THE HERMIT OF THE BEACH. A MORAL REVERIE. CALCULATED FOR THE INSTRUCTION AND AMUSEMENT OF YOUTH.";
IMMELINA;IMMELINA. A NOVEL. IN THREE VOLUMES.;"CR n.s. 27: 475 (Dec 1799); AF II: 2158."
*INDISCRETION;"*INDISCRETION; A NOVEL. IN 2 VOLS.";NLR 1: 407-8 (Apr 1799).
MEMOIRS OF THE DANBY FAMILY;MEMOIRS OF THE DANBY FAMILY: DESIGNED CHIEFLY FOR THE ENTERTAINMENT AND IMPROVEMENT OF YOUNG PERSONS. BY A LADY.;NLR 1: 93 (Jan 1799).
MONTROSE;"MONTROSE, OR THE GOTHIC RUIN, A NOVEL. .IN THREE VOLUMES. BY THE AUTHOR OF ""THE MYSTIC COTTAGER,"" AND ""OBSERVANT PEDESTRIAN.""";"CR n.s. 27: 239 (Oct 1799); AF II: 2926."
A NORTHUMBRIAN TALE;A NORTHUMBRIAN TALE. WRITTEN BY A LADY.;"MR n.s. 33: 103 (Sept 1800); AF II: 3081."
THE ORPHAN HEIRESS OF SIR GREGORY;THE ORPHAN HEIRESS OF SIR GREGORY. AN HISTORICAL FRAGMENT, OF THE LAST CENTURY.;"CR n.s. 28: 475-7 (Apr 1800); MR n.s. 30: 94-5 (Sept 1799); AF II: 3181."
THE REBEL;THE REBEL: A TALE OF THE TIMES. IN TWO VOLUMES. BY A LADY.;
THE SPIRIT OF THE ELBE;THE SPIRIT OF THE ELBE: A ROMANCE. IN THREE VOLUMES.;"CR n.s. 26: 357-8 (July 1799); MR n.s. 30: 93 (Sept 1799); AF II: 4220."
THE VILLAGE ORPHAN;"THE VILLAGE ORPHAN; A TALE FOR YOUTH. TO WHICH IS ADDED, THE BASKET-MAKER, AN ORIGINAL FRAGMENT. ORNAMENTED WITH VIGNETTES ON WOOD.";"CR n.s. 31: 469 (Apr 1801 ); MR n.s. 30: 345 (Nov 1799); AF II: 4620."
WAREHAM PRIORY;"WAREHAM PRIORY; OR, THE WILL: A NOVEL, FOUNDED ON FACTS. BY THE WIDOW OF AN OFFICER.";
WESTBROOK VILLAGE;WESTBROOK VILLAGE. A NOVEL. IN TWO VOLUMES.;"CR n.s. 28: 117 (Jan 1800); AF II: 4750."
THE WITCH;THE WITCH, AND THE MAID OF HONOUR. IN TWO VOLUMES.;"CR n.s. 28: 355 (Mar 1800); AF II: 4857."
CHARITE AND POLYDORUS;CHARITE AND POLYDORUS, A ROMANCE. TRANSLATED FROM THE FRENCH OF THE ABBE BARTHELEMY, AUTHOR OF THE TRAVELS OF ANACHARSIS, WITH AN ABRIDGEMENT OF THE LIFE OF THE AUTHOR, BY THE LATE DUKE OF NIVERNOIS.;"CR n.s. 27: 116 (Sept 1799); MR n.s. 29: 334 (July 1799); AF II: 229."
CARITE AND POLYDORUS;CARITE AND POLYDORUS. TO WHICH IS PREFIXED, A TREATISE ON MORALS. BY J. J. BARTHELEMY, AUTHOR OF THE TRAVELS OF ANACHARSIS. WITH THE LIFE OF THE AUTHOR.;"CR n.s. 27: 239 (Oct 1799); MR n.s. 29: 334 (July 1799); AF II: 228."
LESSONS FROM LIFE;"LESSONS FROM LIFE; OR, HOME SCENES.";"NLR I: 93 (Jan 1799); AF II: 2526."
EUGENIO;"EUGENIO; OR, THE PRECEPTS OF PRUDENTIUS. A MORAL TALE. BY J. BIDLAKE, A.B. &C. &C. CHAPLAIN TO HIS ROYAL HIGHNESS THE DUKE OF CLARENCE, AND MASTER OF THE GRAMMAR-SCHOOL, PLYMOUTH.";"CRn.s. 27: 356-7 (Nov 1799); MRn.s. 30: 467 (Dec 1799);AF II: 341."
THE BATAVIANS;"THE BATAVIANS; OR, VIRTUE AND VALOUR CROWNED BY PERSEVERANCE. FROM THE FRENCH OF C. BITAUBE, MEMBER OF THE NATIONAL INSTITUTE OF FRANCE, AND OF THE ROYAL ACADEMY OF SCIENCES AND BELLES-LETTRES OF PRUSSIA.";MR n.s. 33: 208-9 ( 1800).
A WINTER'S TALE;A WINTER'S TALE. IN FOUR VOLUMES. BY J. N. BREWER, AUTHOR OF THE MANSION HOUSE, &C.;"AJR 6: 53-5 (May 1800); AF II: 466."
HE DECEIVES HIMSELF;HE DECEIVES HIMSELF. A DOMESTIC TALE, IN THREE VOLUMES. BY MARIANNE CHAMBERS, DAUGHTER OF THE LATE MR. CHARLES CHAMBERS,. MANY YEARS IN THE SERVICE OF THE HON. EAST-INDIA COMPANY, AND UNFORTUNATELY LOST IN THE WINTERTON.;"MR n.s. 30: 97-8 (Sept 1799); AF II: 657."
ROSELLA;ROSELLA, OR MODERN OCCURRENCES. A NOVEL. IN FOUR VOLUMES. BY MARY CHARLTON, AUTHOR OF PHEDORA, &C.;NLR 2: 180 (Aug 1799).
LETTERS WRITTEN FROM LAUSANNE;LETTERS WRITTEN FROM LAUSANNE. TRANSLATED FROM THE FRENCH.;"CR n.s. 27: 238 (Oct 1799); MR n.s. 29: 88-9 (May 799); AF II: 672."
BATTLERIDGE;BATTLERIDGE: AN HISTORICAL TALE, FOUNDED ON FACTS. IN TWO VOLUMES. BY A LADY OF QUALITY.;"CR n.s. 27: 238 (Oct 1799); AF II: 852."
ETHELWINA;ETHELWINA, OR THE HOUSE OF FITZ-AUBURNE. A ROMANCE OF FORMER TIMES. IN THREE VOLUMES. BY T. J. HORSLEY.;
ROMANCES;ROMANCES, BY I. D'ISRAELI.;"CR n.s. 26: 52-9 (May 1799); MRn.s. 29: 121-8 (June 1799); AF II: 1105."
